카테고리,공고제목,본문,첨부파일
소진공 공고조회,2026년 소상공인 고용보험료 지원사업 공고,"공고꾸러미 추가 스크랩 추가 공고명 2026년 소상공인 고용보험료 지원사업 공고 모집유형 소상공인 지원사업유형명 자영업자 고용보험료 지원사업-자영업자 고용보험료 지원사업 사업기간 2026-01-01 ~ 2026-12-31 접수기간 2026-01-01 00:00 ~ 2026-12-31 23:59 공고내용 「2026년 소상공인 고용보험료 지원사업」 공고  소상공인에게 보험료를 지원하여 ‘자영업자 고용보험’ 가입·유지 비용 부담을 완화하고, 사회안전망으로 편입을 촉진하고자「2026년 소상공인 고용보험료 지원사업」을 다음과 같이 공고합니다.  2025년 12월 29일 중소벤처기업부 장관   자세한 사항은 첨부파일을 확인하여 주시기 바랍니다. 공고문 미리보기 첨부파일 file_download 전체 다운로드 file_download「2026년_소상공인_고용보험료_지원사업」공고.HWP [1.4MB] picture_as_pdf미리보기 file_download「2026년_소상공인_고용보험료_지원사업」공고.PDF [739.7KB] picture_as_pdf미리보기 연관주제어 #자영업자고용보험료지 #자영업자 #고용보험 상담신청기간 2026-01-20 ~ 2026-01-31 카카오톡으로 공유하기 페이스북으로 공유하기 트위터로 공유하기 URL복사 thumb_up좋아요 10   지원신청 상담신청 목록","file_download「2026년_소상공인_고용보험료_지원사업」공고.HWP [1.4MB], picture_as_pdf미리보기, file_download「2026년_소상공인_고용보험료_지원사업」공고.PDF [739.7KB], picture_as_pdf미리보기"
유관사업 공고조회,[강원] 정선군 2026년 소상공인 시설개선사업 시행,"공고명 [강원] 정선군 2026년 소상공인 시설개선사업 시행 공고 지원대상 소상공인 소관기관 강원특별자치도 지원분야(대) 경영 지원분야(중) 시설/입지지원 사업수행기관 정선군상권활성화재단 문의처 정선군상권활성화재단 033-563-9973 및 읍ㆍ면 행정복지센터 산업개발팀 문의처 공고문 7p 참조 신청기간 2026-01-02 ~ 2026-01-23 공고내용 「소상공인 기본법」 제3조(정부와 지방자치단체의 책무) 및「정선군 소상공인 지원에 관한 조례」 제8조(시설개선지원) 규정에 의거하여 2026년도 정선군 소상공인 시설개선사업을 다음과 같이 공고합니다.  ☞ 아래 조건을 모두 충족하는 자 - 소상공인의 기준을 충족하는 사업자 - 정선군에 최근 1년 이상 주민등록이 되어 있는 사업자 - 해당 사업을 1년 이상 계속하여 그 자리에서 영업을 영위하고 있는 사업자  ☞ 시설개선, 경관개선 지원 ※ 세부사업별 지원내용 상이 공고문 참조 사업신청방법설명 방문 접수 - 접수처 : 읍ㆍ면 행정복지센터 산업개발팀 첨부파일 file_download2026년도 정선군 소상공인 시설개선사업 공고문.HWP 카카오톡으로 공유하기 페이스북으로 공유하기 트위터로 공유하기 URL복사 thumb_up좋아요 공고이동 목록",file_download2026년도 정선군 소상공인 시설개선사업 공고문.HWP
유관사업 공고조회,[경북] 2025년 3차 출산육아 소상공인 전기료 지원,"공고명 [경북] 2025년 3차 출산육아 소상공인 전기료 지원 모집 공고 지원대상 중소기업 소관기관 경상북도 지원분야(대) 인력 지원분야(중) 고용유지 사업수행기관 경상북도경제진흥원 문의처 경상북도경제진흥원 소상공인지원팀 1800-8730, khw0191@gepa.kr 신청기간 2025-12-15 ~ 2026-01-09 공고내용 경상북도와 KB금융, (재)경상북도경제진흥원에서는 도내 출산 육아 소상공인의 전기료 지원을 통해 친육아환경을 조성하고자 다음과 같이 지원사업을 공고하오니 많은 신청 바랍니다.   ☞ 경북도내 ’17.1.1. 이후 출생한 자녀를 양육 중인 소상공인 - 공고일 기준 6개월 전 사업자등록을 한 소상공인 ※ 자세한 지원대상 공고문 참조  ☞ 2024년 전기요금(일반용, 산업용, 농사용, 교육용 혹은 주택용 중 비거주용)에 대해 지원 한도(50만원)내 지원 사업신청방법설명 온라인 접수 ※ 신청서 다운로드 및 작성 및 서명하여 경상북도 ‘모이소 앱’으로 접수 ※ 자세한 신청방법 공고문 참조 첨부파일 file_download1. (본문)공고문.PDF file_download2. (서식)신청서.PDF file_download2. (서식)신청서.HWP file_download3. (참고)Q&A.PDF 카카오톡으로 공유하기 페이스북으로 공유하기 트위터로 공유하기 URL복사 thumb_up좋아요 공고이동 목록","file_download1. (본문)공고문.PDF, file_download2. (서식)신청서.PDF, file_download2. (서식)신청서.HWP, file_download3. (참고)Q&A.PDF"
대출상품 조회,소상공인 비즈플러스 카드보증,기본정보 금융상품명 소상공인 비즈플러스 카드보증 금리(%) - 최대한도(만원) 1000 상품정보 대상 소상공인 용도 - 취급기관 기업은행 대출기간(년) 1 상품요건 용도 - 상환방법 만기 일시상환 대출한도(만원) 1000 총대출기간(년) 1(상환1/거치0) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 다음 조건을 모두 충족 1. 대표자(실제경영자)의 개인신용평점이 595점 이상 839점 이하 2. 연매출 12백만원 이상 또는 최근 2개월(전월과 전전월) 매출액 2백만원 이상인 기업 소득기준 연매출 12백만원 이상 신용조건 대표자(실제경영자)의 개인신용평점이 595점 이상 839점 이하 연령대 없음 서비스제공지역 경남 특이사항 기타 상품정보 제공기관/취급기관 경남신용보증재단 / 기업은행 문의처 055-715-5130 신청(가입)방법 - 중도상환수수료 - 대출부대비용 보증료 0.8% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 보증비율 90% 관련사이트 https://www.gnsinbo.or.kr 운영기한 2025.7.14~자금 소진시까지 목록,
대출상품 조회,2025년 중구 소상공인 경영안정자금 지원 특례보증,"기본정보 금융상품명 2025년 중구 소상공인 경영안정자금 지원 특례보증 금리(%) 은행별 상이 최대한도(만원) 3000 * 같은 기업 당 보증금액 7000 이내 상품정보 대상 소상공인 용도 운영 취급기관 아이엠뱅크 대출기간(년) 2,5 상품요건 용도 운영 상환방법 일시상환 또는 분할상환 대출한도(만원) 3000 * 같은 기업 당 보증금액 7000 이내(은행금리) 총대출기간(년) 2,5(상환3/거치2) 금리(%)(금리구분) 은행별 상이(은행금리) 지원대상요건 대상 소상공인 지원대상 상세조건 아래 4가지 사항을 모두 충족하는 소상공인① 공부상·실제 사업장이 중구 소재 기업일 것② 보증신청 접수일 현재 개업(설립)일로부터 3개월 이상 영업 중일 것③ 접수일 현재 대표자의 개인신용평점이 595점 이상일 것④ 접수일 현재 국가, 대구광역시 또는 그 밖의 기관으로부터 소상공인 정책자금을 지원받고 있는 사실이 없을 것 소득기준 없음 신용조건 접수일 현재 대표자의 개인신용평점이 595점 이상일 것 연령대 없음 서비스제공지역 대구 특이사항 - 기타 상품정보 제공기관/취급기관 대구신용보증재단 / 아이엠뱅크 문의처 중앙지점 : 053-256-0300 신청(가입)방법 관할구역 영업점 문의 중도상환수수료 없음 대출부대비용 보증료율 연 0.8% 고정 (100% 전액보증) 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 2년간 대출이자 중 2% 지원 관련사이트 https://www.ttg.co.kr 운영기한 2025년 2월 1일 ~ 자금소진시 목록",
대출상품 조회,2025 강원특별자치도 소상공인 경영안정자금 협약보증(,"기본정보 금융상품명 2025 강원특별자치도 소상공인 경영안정자금 협약보증(하반기) 금리(%) 2 최대한도(만원) 5000 상품정보 대상 소상공인, 기업 용도 - 취급기관 농협, 신한, 국민, 하나, 우리 대출기간(년) 2 상품요건 용도 - 상환방법 원금균등분할상환 대출한도(만원) 5000 총대출기간(년) 2(상환2/거치2) 금리(%)(금리구분) 2 지원대상요건 대상 소상공인, 기업 지원대상 상세조건 강원특별자치도내 소재하는 소상공인으로 개인사업자이며, 대표자 개인신용평점 595점 이상인 기업 소득기준 없음 신용조건 대표자 개인신용평점 595점 이상인 기업 연령대 없음 서비스제공지역 강원 특이사항 기타 상품정보 제공기관/취급기관 강원신용보증재단 / 농협, 신한, 국민, 하나, 우리 문의처 033-260-0001 신청(가입)방법 비대면 신청(보증드림), 대면 신청(상담예약 후 지점 방문) 중도상환수수료 - 대출부대비용 보증료 0.8% (2년간 보증료 지원, 분할상환의 경우 2년의 거치기간만 지원) 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.gnsinbo.or.kr 운영기한 한도 소진 시까지 목록",
대출상품 조회,2025 원주시 출연 소상공인 협약보증,"기본정보 금융상품명 2025 원주시 출연 소상공인 협약보증 금리(%) 3 최대한도(만원) 5000 상품정보 대상 소상공인 용도 - 취급기관 NH농협은행, 국민은행, 기업은행, SH수협은행, 신한은행, 우리은행, 하나은행, SC제일은행, 원주원예농협, 원주축협, 농협(원주, 문믹, 남원주, 판부, 신림, 소초), 새마을금고, 원주신협, 밝음신협, iM뱅크 대출기간(년) 5 상품요건 용도 - 상환방법 - 대출한도(만원) 5000 총대출기간(년) 5(상환5) 금리(%)(금리구분) 3 지원대상요건 대상 소상공인 지원대상 상세조건 원주시 내 소재하는 소상공인으로 아래 조건을 충족하는 개인사업자 1) 재단 소상공인신용평가시스템 신용등급이 B등급 이상인 기업 2) 타 보증기관의 보증잔액이 없는 기업 소득기준 없음 신용조건 재단 소상공인신용평가시스템 신용등급 B등급 이상인 기업 연령대 없음 서비스제공지역 강원 특이사항 기타 상품정보 제공기관/취급기관 강원신용보증재단 / NH농협은행, 국민은행, 기업은행, SH수협은행, 신한은행, 우리은행, 하나은행, SC제일은행, 원주원예농협, 원주축협, 농협(원주, 문믹, 남원주, 판부, 신림, 소초), 새마을금고, 원주신협, 밝음신협, iM뱅크 문의처 033-260-0001 신청(가입)방법 비대면 신청(보증드림), 대면 신청(상담예약 후 지점 방문) 중도상환수수료 대출부대비용 보증료 0.8% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.gnsinbo.or.kr 운영기한 한도 소진 시까지 목록",
대출상품 조회,2025 속초시 출연 소상공인 협약보증(변경),"기본정보 금융상품명 2025 속초시 출연 소상공인 협약보증(변경) 금리(%) - 최대한도(만원) 본건 7000(같은기업당 재단보증금액 1억5천만원 이내) 상품정보 대상 소상공인 용도 - 취급기관 재단과 협약 체결한 금융회사 대출기간(년) - 상품요건 용도 - 상환방법 일시상환 또는 분할상환 대출한도(만원) 본건 7000(같은기업당 재단보증금액 1억5천만원 이내) 총대출기간(년) - 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 속초시 관내에 사업자등록 후 가동 중인 소상공인 중 아래 조건을 충족하는 개인사업자 1. 재단 내부신용평가 ""B"" 등급 이상인 기업 2. 타 지역신용보증재단의 보증잔액이 없는 기업 소득기준 없음 신용조건 재단 내부신용평가 ""B 등급 이상인 기업 연령대 없음 서비스제공지역 강원 특이사항 기타 상품정보 제공기관/취급기관 강원신용보증재단 / 재단과 협약 체결한 금융회사 문의처 033-260-0001 신청(가입)방법 비대면 신청(보증드림), 대면 신청(상담예약 후 지점 방문) 중도상환수수료 - 대출부대비용 보증료 0.8% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.gnsinbo.or.kr 운영기한 한도 소진 시까지 목록",
대출상품 조회,2025 강원특별자치도 소상공인 경영안정자금 협약보증(,"기본정보 금융상품명 2025 강원특별자치도 소상공인 경영안정자금 협약보증(하반기) 금리(%) 2 최대한도(만원) 5000 상품정보 대상 소상공인, 기업 용도 - 취급기관 농협, 신한, 국민, 하나, 우리 대출기간(년) 2 상품요건 용도 - 상환방법 원금균등분할상환 대출한도(만원) 5000 총대출기간(년) 2(상환2/거치2) 금리(%)(금리구분) 2 지원대상요건 대상 소상공인, 기업 지원대상 상세조건 강원특별자치도내 소재하는 소상공인으로 개인사업자이며, 대표자 개인신용평점 595점 이상인 기업 소득기준 없음 신용조건 대표자 개인신용평점 595점 이상인 기업 연령대 없음 서비스제공지역 강원 특이사항 기타 상품정보 제공기관/취급기관 강원신용보증재단 / 농협, 신한, 국민, 하나, 우리 문의처 033-260-0001 신청(가입)방법 비대면 신청(보증드림), 대면 신청(상담예약 후 지점 방문) 중도상환수수료 - 대출부대비용 보증료 0.8% (2년간 보증료 지원, 분할상환의 경우 2년의 거치기간만 지원) 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.gnsinbo.or.kr 운영기한 한도 소진 시까지 목록",
대출상품 조회,2025년 서구 소상공인 경영안정자금 지원 특례보증,"기본정보 금융상품명 2025년 서구 소상공인 경영안정자금 지원 특례보증 금리(%) 은행별 상이 최대한도(만원) 3000 * 같은 기업 당 보증금액 7000 이내 상품정보 대상 소상공인 용도 운영 취급기관 아이엠뱅크 대출기간(년) 2,5 상품요건 용도 운영 상환방법 일시상환 또는 분할상환 대출한도(만원) 3000 * 같은 기업 당 보증금액 7000 이내(은행금리) 총대출기간(년) 2,5(상환3/거치2) 금리(%)(금리구분) 은행별 상이(은행금리) 지원대상요건 대상 소상공인 지원대상 상세조건 아래 4가지 사항을 모두 충족하는 소상공인① 공부상·실제 사업장이 서구 소재 기업일 것② 보증신청 접수일 현재 개업(설립)일로부터 3개월 이상 영업 중일 것③ 접수일 현재 대표자의 개인신용평점이 595점 이상일 것④ 접수일 현재 국가, 대구광역시 또는 그 밖의 기관으로부터 소상공인 정책자금을 지원받고 있는 사실이 없을 것 소득기준 없음 신용조건 접수일 현재 대표자의 개인신용평점이 595점 이상일 것 연령대 없음 서비스제공지역 대구 특이사항 - 기타 상품정보 제공기관/취급기관 대구신용보증재단 / 아이엠뱅크 문의처 서지점 : 053-571-2500 신청(가입)방법 관할구역 영업점 문의 중도상환수수료 없음 대출부대비용 보증료율 연 0.8% 고정 (100% 전액보증) 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 2년간 대출이자 중 2% 지원 관련사이트 https://www.ttg.co.kr 운영기한 2025년 2월 3일 ~ 자금소진시 목록",
대출상품 조회,소상공인 비즈플러스 카드보증,기본정보 금융상품명 소상공인 비즈플러스 카드보증 금리(%) - 최대한도(만원) 1000 상품정보 대상 소상공인 용도 - 취급기관 기업은행 대출기간(년) 1 상품요건 용도 - 상환방법 만기 일시상환 대출한도(만원) 1000 총대출기간(년) 1(상환1/거치0) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 다음 조건을 모두 충족 1. 대표자(실제경영자)의 개인신용평점이 595점 이상 839점 이하 2. 연매출 12백만원 이상 또는 최근 2개월(전월과 전전월) 매출액 2백만원 이상인 기업 소득기준 연매출 12백만원 이상 신용조건 대표자(실제경영자)의 개인신용평점이 595점 이상 839점 이하 연령대 없음 서비스제공지역 경남 특이사항 기타 상품정보 제공기관/취급기관 경남신용보증재단 / 기업은행 문의처 055-715-5130 신청(가입)방법 - 중도상환수수료 - 대출부대비용 보증료 0.8% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 보증비율 90% 관련사이트 https://www.gnsinbo.or.kr 운영기한 2025.7.14~자금 소진시까지 목록,
대출상품 조회,2025 고성군 출연 소상공인 협약보증,"기본정보 금융상품명 2025 고성군 출연 소상공인 협약보증 금리(%) - 최대한도(만원) 5000 상품정보 대상 소상공인(개인사업자), 기업 용도 - 취급기관 농협은행 고성군지부 대출기간(년) 5 상품요건 용도 - 상환방법 만기일시상환 대출한도(만원) 5000 총대출기간(년) 5(상환2) 금리(%)(금리구분) - 지원대상요건 대상 소상공인(개인사업자), 기업 지원대상 상세조건 고성군 관내에서 정상가동(영업) 중으로 아래 조건을 모두 충족하는 소상공인(개인사업자) 1. 고성군에 3개월 이상 사업장과 주민등록을 두고 운영 중인 기업 2. 재단의 보증심사규정에 저촉되지 않는 기업 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 강원 특이사항 기타 상품정보 제공기관/취급기관 강원신용보증재단 / 농협은행 고성군지부 문의처 033-260-0001 신청(가입)방법 비대면 신청(보증드림), 대면 신청(상담예약 후 지점 방문) 중도상환수수료 - 대출부대비용 보증료 0.8% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.gnsinbo.or.kr 운영기한 한도 소진 시까지 목록",
대출상품 조회,중소벤처기업부 정책자금(소상공인시장진흥공단 정책자금 지,"기본정보 금융상품명 중소벤처기업부 정책자금(소상공인시장진흥공단 정책자금 지원대상 확인서 발급 대상자) 금리(%) - 최대한도(만원) 최대 10000 상품정보 대상 소상공인 용도 - 취급기관 경남신용보증재단 대출기간(년) 5,7 상품요건 용도 - 상환방법 분할상환 대출한도(만원) 최대 10000 총대출기간(년) 5,7(상환3,5/거치2) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 경상남도에서 사업 중인 소상공인으로 소상공인시장진흥공단으로부터 ""소상공인 정책자금 지원 대상 확인서""를 발급 받은 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 경남 특이사항 기타 상품정보 제공기관/취급기관 경남신용보증재단 / 경남신용보증재단 문의처 055-715-5130 신청(가입)방법 - 중도상환수수료 - 대출부대비용 사업자에 따라 상이 (연 평균 1.2% 전후) 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 보증비율 85% 관련사이트 https://www.gnsinbo.or.kr 운영기한 소상공인시장진흥공단 자금 운용기간에 따름 목록",
대출상품 조회,2025년 달성군 소상공인 경영안정자금 지원 특례보증,"기본정보 금융상품명 2025년 달성군 소상공인 경영안정자금 지원 특례보증 금리(%) 은행별 상이 최대한도(만원) Track1,2:본건 3000이내(같은기업당 최대 7000이내) Track3:본건 1000이내(같은기업당 7000이내) 상품정보 대상 소상공인 용도 운영 취급기관 농협은행, 아이엠뱅크, 새마을금고 대출기간(년) 2,5 상품요건 용도 운영 상환방법 일시상환 또는 분할상환 대출한도(만원) Track1,2:본건 3000이내(같은기업당 최대 7000이내) Track3:본건 1000이내(같은기업당 7000이내)(은행금리) 총대출기간(년) 2,5(상환3/거치2) 금리(%)(금리구분) 은행별 상이(은행금리) 지원대상요건 대상 소상공인 지원대상 상세조건 ■ Track 1 일반 。아래 4가지 사항을 모두 충족하는 소상공인 ① 공부상, 실제 사업장이 달성군 소재 기업일 것 ② 보증신청 접수일 현재 사업자등록 후 가동(영업)중일 것 ③ 심사일 현재 대표자의 개인신용평점이 880~1,000점일 것 ④ 접수일 현재 국가, 대구광역시 또는 그 밖의 기관으로부터 소상공인 정책자금을 지원받고 있는 사실이 없을 것 ■ Track 2 중·저신용자 。아래 4가지 사항을 모두 충족하는 소상공인 ① 공부상, 실제 사업장이 달성군 소재 기업일 것 ② 보증신청 접수일 현재 사업자등록 후 가동(영업)중일 것 ③ 심사일 현재 대표자의 개인신용평점이 595~879점일 것 ④ 접수일 현재 국가, 대구광역시 또는 그 밖의 기관으로부터 소상공인 정책자금을 지원받고 있는 사실이 없을 것 ■ Track 3 저신용자 。아래 4가지 사항을 모두 충족하는 소상공인 ① 공부상, 실제 사업장이 달성군 소재 기업일 것 ② 보증신청 접수일 현재 사업자등록 후 가동(영업)중일 것 ③ 심사일 현재 대표자의 개인신용평점이 350~744점일 것 ④ 접수일 현재 국가, 대구광역시 또는 그 밖의 기관으로부터 소상공인 정책자금을 지원받고 있는 사실이 없을 것 소득기준 없음 신용조건 ■ Track 1 일반 : 심사일 현재 대표자의 개인신용평점이 880~1,000점일 것 ■ Track 2 중·저신용자 : 심사일 현재 대표자의 개인신용평점이 595~879점일 것 ■ Track 3 저신용자 : 심사일 현재 대표자의 개인신용평점이 350~744점일 것 연령대 없음 서비스제공지역 대구 특이사항 - 기타 상품정보 제공기관/취급기관 대구신용보증재단 / 농협은행, 아이엠뱅크, 새마을금고 문의처 - 죽전지점 : 053-560-6400- 월배지점 : 053-639-4343- 범어동지점 : 053-744-6500 신청(가입)방법 관할구역 영업점 문의 중도상환수수료 없음 대출부대비용 보증료율 연 0.8% 고정 (100% 전액보증) 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 보증한도- Track1,2 : 본건 30백만원 이내(같은기업당 최대 70백만원 이내)- Track3 : 본건 10백만원(같은기업당 70백만원 이내) 관련사이트 https://www.ttg.co.kr 운영기한 2025.1.20 ~ 자금소진시까지 목록",
대출상품 조회,2025년 북구 소상공인 경영안정자금 지원 특례보증(Ⅱ,"기본정보 금융상품명 2025년 북구 소상공인 경영안정자금 지원 특례보증(Ⅱ) 금리(%) 은행별 상이 최대한도(만원) 3000 * 같은 기업 당 보증금액 7000 이내 상품정보 대상 소상공인 용도 운영 취급기관 아이엠뱅크, 새마을금고 대출기간(년) 5 상품요건 용도 운영 상환방법 일시상환 또는 분할상환 대출한도(만원) 3000 * 같은 기업 당 보증금액 7000 이내(은행금리) 총대출기간(년) 5(상환4/거치1) 금리(%)(금리구분) 은행별 상이(은행금리) 지원대상요건 대상 소상공인 지원대상 상세조건 아래 4가지 사항을 모두 충족하는 소상공인① 공부상·실제 사업장이 북구 소재 기업일 것② 보증신청 접수일 현재 개업(설립)일로부터 3개월 이상 영업 중일 것③ 접수일 현재 대표자의 개인신용평점이 595점 이상일 것④ 접수일 현재 국가, 대구광역시 또는 그 밖의 기관으로부터 소상공인 정책자금을 지원받고 있는 사실이 없을 것 소득기준 없음 신용조건 접수일 현재 대표자의 개인신용평점이 595점 이상일 것 연령대 없음 서비스제공지역 대구 특이사항 - 기타 상품정보 제공기관/취급기관 대구신용보증재단 / 아이엠뱅크, 새마을금고 문의처 북지점 : 053-601-5255 신청(가입)방법 관할구역 영업점 문의 중도상환수수료 없음 대출부대비용 보증료율 연 0.8% 고정 (100% 전액보증) 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 1년간 대출이자 중 3% 지원 관련사이트 https://www.ttg.co.kr 운영기한 2025년 8월 18일 ~ 자금소진시 목록",
대출상품 조회,2025년 남구 소상공인 경영안정자금 지원 특례보증,"기본정보 금융상품명 2025년 남구 소상공인 경영안정자금 지원 특례보증 금리(%) 은행별 상이 최대한도(만원) 2000 * 같은 기업 당 보증금액 7000 이내 상품정보 대상 소상공인 용도 운영 취급기관 아이엠뱅크 대출기간(년) 2,5 상품요건 용도 운영 상환방법 일시상환 또는 분할상환 대출한도(만원) 2000 * 같은 기업 당 보증금액 7000 이내(은행금리) 총대출기간(년) 2,5(상환3/거치2) 금리(%)(금리구분) 은행별 상이(은행금리) 지원대상요건 대상 소상공인 지원대상 상세조건 아래 4가지 사항을 모두 충족하는 소상공인① 공부상·실제 사업장이 남구 소재 기업일 것② 보증신청 접수일 현재 개업(설립)일로부터 3개월 이상 영업 중일 것③ 접수일 현재 대표자의 개인신용평점이 595점 이상일 것④ 접수일 현재 국가, 대구광역시 또는 그 밖의 기관으로부터 소상공인 정책자금을 지원받고 있는 사실이 없을 것 소득기준 없음 신용조건 접수일 현재 대표자의 개인신용평점이 595점 이상일 것 연령대 없음 서비스제공지역 대구 특이사항 - 기타 상품정보 제공기관/취급기관 대구신용보증재단 / 아이엠뱅크 문의처 남지점 : 053-473-2600 신청(가입)방법 관할구역 영업점 문의 중도상환수수료 없음 대출부대비용 보증료율 연 0.8% 고정 (100% 전액보증) 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 2년간 대출이자 중 2% 지원 관련사이트 https://www.ttg.co.kr 운영기한 2025년 6월 23일 ~ 자금소진시 목록",
대출상품 조회,2025 철원군 출연 소상공인 협약보증,"기본정보 금융상품명 2025 철원군 출연 소상공인 협약보증 금리(%) - 최대한도(만원) 5000 상품정보 대상 소상공인, 기업 용도 - 취급기관 농협은행 철원군지부, 동송중앙지점 대출기간(년) 5 상품요건 용도 - 상환방법 원금균등분할상환 대출한도(만원) 5000 총대출기간(년) 5(상환4/거치1) 금리(%)(금리구분) - 지원대상요건 대상 소상공인, 기업 지원대상 상세조건 철원군 관내에 사업자등록 후 가동중인 개인사업자 중 아래의 요건에 해당하는 소상공인 소득기준 없음 신용조건 재단 내부신용평가 B 등급 이상인 기업 연령대 없음 서비스제공지역 강원 특이사항 기타 상품정보 제공기관/취급기관 강원신용보증재단 / 농협은행 철원군지부, 동송중앙지점 문의처 033-260-0001 신청(가입)방법 비대면 신청(보증드림), 대면 신청(상담예약 후 지점 방문) 중도상환수수료 - 대출부대비용 보증료 0.8% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.gnsinbo.or.kr 운영기한 한도 소진 시까지 목록",
